country,year,iso_code,population,gdp_x,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,rank,area,landAreaKm,cca2,cca3,netChange,growthRate,worldPercentage,density,densityMi,place,pop1980,pop2000,pop2010,pop2022,pop2023,pop2030,pop2050,region_id,gdp_y,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,other_information_information_system_for_solid_waste_management,other_information_national_agency_to_enforce_solid_waste_laws_and_regulations,other_information_national_law_governing_solid_waste_management_in_the_country,other_information_ppp_rules_and_regulations,other_information_summary_of_key_solid_waste_information_made_available_to_the_public,population_population_number_of_people,special_waste_agricultural_waste_tons_year,special_waste_construction_and_demolition_waste_tons_year,special_waste_e_waste_tons_year,special_waste_hazardous_waste_tons_year,special_waste_industrial_waste_tons_year,special_waste_medical_waste_tons_year,total_msw_total_msw_generated_tons_year,waste_collection_coverage_rural_percent_of_geographic_area,waste_collection_coverage_rural_percent_of_households,waste_collection_coverage_rural_percent_of_population,waste_collection_coverage_rural_percent_of_waste,waste_collection_coverage_total_percent_of_geographic_area,waste_collection_coverage_total_percent_of_households,waste_collection_coverage_total_percent_of_population,waste_collection_coverage_total_percent_of_waste,waste_collection_coverage_urban_percent_of_geographic_area,waste_collection_coverage_urban_percent_of_households,waste_collection_coverage_urban_percent_of_population,waste_collection_coverage_urban_percent_of_waste,waste_treatment_anaerobic_digestion_percent,waste_treatment_compost_percent,waste_treatment_controlled_landfill_percent,waste_treatment_incineration_percent,waste_treatment_landfill_unspecified_percent,waste_treatment_open_dump_percent,waste_treatment_other_percent,waste_treatment_recycling_percent,waste_treatment_sanitary_landfill_landfill_gas_system_percent,waste_treatment_unaccounted_for_percent,waste_treatment_waterways_marine_percent,where_where_is_this_data_measured
Mexico,2015,MEX,120149896.0,1899585208320.0,6.346,0.117,16.261,1.954,59.259,7.12,2.39,0.089,450.282,-0.195,-0.288,1228.885,147.65,262.006,31.48,-5.282,-4.456,665.11,79.913,10.568,6.702,297.21,297.88,13.522,-1.101,-24.529,18335.252,1.16,-0.711,-14.63,1949.898,234.28,17006.129,2043.285,78.649,92.751,2.453,19.345,807.829,1445.611,173.69,6723.511,-6.536,-33.529,3990.594,479.469,58.309,36.67,134.13,-20.573,-22.174,83.19,254.765,30.61,692.386,10.276,3.776,-4.968,-9.899,159.694,529.339,63.6,1329.123,21.351,7.249,-0.67,-0.225,19.633,4.76,29.917,93.05,11.18,248.999,3.753,1.358,-3.004,-33.687,1087.805,242.281,29.11,9053.732,-6.997,-111.76,12364.138,1485.55,9.772,49.379,20.538,13.12,6.0,6.943,1.312,109.197,49.938,170.938,4.404,2.014,0.932,2479.236,2202.979,-9.335,-14.659,129.777,436.288,52.42,1080.123,17.598,5.891,-8.508,-0.054,0.545,1.998,0.24,4.532,0.081,0.025,36.085,6.141,23.55,70.329,8.45,196.008,2.837,1.069,10,1964375.0,1943950.0,MX,MEX,0.0299,0.0075,0.016,66.0797,171.1463,484,67705186,97873442,112532401,127504125,128455567,134534107,143772364,LCN,19332.07422,52.4,5.9,3.4,12.1,13.8,10.9,,,,Yes,,Yes,Yes,,125890952,,6000000.0,957900.0,18172.49,,978.06,53100000.0,,,,,,,,93.4,,,,,,,,,,21.0,,5.0,74.5,,,
Mexico,2016,MEX,121519224.0,1923887267840.0,5.967,0.117,17.037,2.07,57.769,7.02,2.317,0.092,452.973,-2.043,-3.017,1190.209,144.633,261.522,31.78,-11.652,-9.312,580.99,70.601,10.488,6.42,303.28,303.02,13.451,2.263,49.863,18538.975,1.171,2.41,49.247,1973.186,239.78,17219.76,2092.532,79.13,92.884,2.782,22.471,830.3,1457.218,177.08,6832.667,-8.959,-42.955,3592.142,436.514,58.438,36.856,137.26,-0.629,-1.012,82.178,244.735,29.74,676.255,9.815,3.648,0.939,0.616,160.31,520.411,63.24,1319.214,20.87,7.116,0.26,0.086,-8.724,-2.771,27.146,84.513,10.27,223.386,3.389,1.205,2.739,29.793,1117.598,254.445,30.92,9196.884,-4.867,-72.308,11629.782,1413.242,10.204,49.608,20.458,12.84,5.82,-0.3,-0.08,105.662,47.894,168.352,4.237,1.921,0.908,2493.597,2252.842,3.202,3.387,133.164,435.898,52.97,1095.828,17.481,5.911,24.767,0.131,0.675,3.785,0.46,5.558,0.152,0.03,18.673,4.232,27.783,81.715,9.93,228.627,3.277,1.233,10,1964375.0,1943950.0,MX,MEX,0.0299,0.0075,0.016,66.0797,171.1463,484,67705186,97873442,112532401,127504125,128455567,134534107,143772364,LCN,19332.07422,52.4,5.9,3.4,12.1,13.8,10.9,,,,Yes,,Yes,Yes,,125890952,,6000000.0,957900.0,18172.49,,978.06,53100000.0,,,,,,,,93.4,,,,,,,,,,21.0,,5.0,74.5,,,
Mexico,2017,MEX,122839256.0,1964635193344.0,5.631,0.117,17.803,2.187,61.137,7.51,2.429,0.095,449.214,22.208,32.119,1438.895,176.753,232.336,28.54,21.275,15.021,697.027,85.622,9.232,7.699,309.49,309.14,13.465,1.908,42.981,18689.648,1.169,1.677,35.083,1975.671,242.69,17320.318,2127.615,78.505,92.673,3.617,30.035,860.335,1450.758,178.21,7003.749,-12.332,-53.83,3115.327,382.684,57.647,37.474,138.87,3.747,2.578,84.756,258.386,31.74,689.974,10.267,3.692,5.316,7.898,168.208,540.951,66.45,1369.33,21.495,7.327,0.35,0.113,2.987,0.647,27.792,86.047,10.57,226.249,3.419,1.211,-2.422,-27.071,1090.527,292.577,35.94,8877.674,-9.82,-138.773,10375.094,1274.469,11.626,47.5,22.053,13.16,5.65,6.762,1.595,107.132,45.995,179.524,4.257,1.828,0.961,2516.623,2295.823,5.798,7.251,140.415,454.903,55.88,1143.081,18.076,6.116,370.32,2.482,3.158,8.711,1.07,25.705,0.346,0.138,2.329,0.48,28.262,80.675,9.91,230.076,3.206,1.231,10,1964375.0,1943950.0,MX,MEX,0.0299,0.0075,0.016,66.0797,171.1463,484,67705186,97873442,112532401,127504125,128455567,134534107,143772364,LCN,19332.07422,52.4,5.9,3.4,12.1,13.8,10.9,,,,Yes,,Yes,Yes,,125890952,,6000000.0,957900.0,18172.49,,978.06,53100000.0,,,,,,,,93.4,,,,,,,,,,21.0,,5.0,74.5,,,
Mexico,2018,MEX,124013864.0,2006599729152.0,11.639,0.255,19.687,2.441,60.477,7.5,2.259,0.108,443.287,-10.867,-19.207,1270.386,157.545,229.571,28.47,-9.299,-7.962,626.225,77.661,8.575,6.954,333.27,332.02,14.654,-1.313,-30.133,18269.648,1.129,-2.168,-46.125,2095.895,259.92,16784.336,2081.49,78.284,91.87,4.928,42.401,902.736,1584.097,196.45,7279.317,-1.018,-3.896,3054.403,378.788,59.168,39.844,147.18,2.003,1.192,85.948,260.455,32.3,693.051,9.728,3.793,10.25,15.992,184.199,581.387,72.1,1485.313,21.716,8.13,1.25,0.375,24.552,6.621,34.414,107.407,13.32,277.497,4.012,1.519,-6.356,-69.318,1021.209,282.227,35.0,8234.632,-6.556,-83.554,9603.076,1190.915,10.542,45.073,19.999,12.59,5.09,-9.337,-2.054,101.521,41.044,161.264,3.792,1.533,0.883,2677.281,2265.69,7.365,9.371,149.786,473.979,58.78,1207.816,17.704,6.611,170.686,5.34,8.497,10.967,1.36,68.519,0.41,0.375,17.095,4.638,32.9,101.037,12.53,265.295,3.774,1.452,10,1964375.0,1943950.0,MX,MEX,0.0299,0.0075,0.016,66.0797,171.1463,484,67705186,97873442,112532401,127504125,128455567,134534107,143772364,LCN,19332.07422,52.4,5.9,3.4,12.1,13.8,10.9,,,,Yes,,Yes,Yes,,125890952,,6000000.0,957900.0,18172.49,,978.06,53100000.0,,,,,,,,93.4,,,,,,,,,,21.0,,5.0,74.5,,,
Romania,2010,ROU,20335212.0,326789267456.0,-27.806,-0.51,65.136,1.325,5.409,0.11,0.181,0.332,358.027,-6.525,-5.717,4027.24,81.895,1016.955,20.68,-10.08,-7.697,3376.298,68.658,34.12,20.528,58.34,60.61,15.193,0.918,3.628,19617.842,1.221,-2.599,-8.28,1410.853,28.69,15257.044,310.255,47.335,77.771,1.966,2.42,125.469,357.016,7.26,6170.037,-3.578,-3.72,4929.11,100.234,11.978,31.451,21.7,27.997,11.805,55.187,977.615,19.88,2713.856,32.8,13.834,14.1,11.907,88.678,1569.691,31.92,4360.798,52.665,22.229,-2.27,-3.891,-1.098,-0.537,30.957,571.423,11.62,1522.339,19.172,7.76,-4.619,-4.982,102.891,36.882,0.75,5059.767,-4.691,-2.454,2451.797,49.858,1.237,25.792,0.354,0.11,0.0,1010.0,0.322,5.409,0.0,17.425,0.181,0.0,0.089,2980.544,398.933,24.371,12.444,57.721,998.268,20.3,2838.458,33.493,14.469,100.0,0.003,0.006,0.0,0.0,0.276,0.0,0.001,3300.0,0.824,0.849,15.244,0.31,41.766,0.511,0.213,64,238391.0,230080.0,RO,ROU,-0.0103,0.0119,0.0025,86.4604,223.9325,642,22125224,21919876,20335211,19659267,19892812,19023383,17457213,ECS,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,,2.0,,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,,915888.0,5419832.5,,,,,,,,87.45,,,,,,7.46,,2.37,71.96,,,5.67,,12.54,,Disposal site
Romania,2011,ROU,20220286.0,341004451840.0,63.413,0.84,107.046,2.164,9.891,0.2,0.323,0.53,411.774,16.57,13.57,4721.251,95.465,1225.502,24.78,12.85,8.822,3831.805,77.48,39.968,23.36,60.09,62.0,15.171,2.442,9.742,20211.152,1.198,6.468,20.068,1678.018,33.93,16336.224,330.323,54.726,80.828,2.935,3.683,129.152,413.446,8.36,6387.236,0.559,0.561,4984.845,100.795,13.484,31.603,25.53,-25.927,-14.557,40.629,728.476,14.73,2009.342,23.758,9.942,-9.094,-10.326,78.352,1388.21,28.07,3874.927,45.274,19.172,-1.91,-3.179,1.069,0.14,31.097,581.1,11.75,1537.917,18.952,7.609,2.736,2.815,105.706,39.07,0.79,5227.738,-1.516,-0.756,2428.346,49.102,1.274,25.866,0.632,0.2,0.0,78.378,0.278,9.891,0.0,31.259,0.323,0.0,0.155,3066.228,408.675,-14.557,-10.466,47.255,807.11,16.32,2337.011,26.323,11.563,-50.5,-0.003,0.003,0.0,0.0,0.136,0.0,0.001,353.268,2.977,3.826,68.743,1.39,189.228,2.242,0.936,64,238391.0,230080.0,RO,ROU,-0.0103,0.0119,0.0025,86.4604,223.9325,642,22125224,21919876,20335211,19659267,19892812,19023383,17457213,ECS,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,,2.0,,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,,915888.0,5419832.5,,,,,,,,87.45,,,,,,7.46,,2.37,71.96,,,5.67,,12.54,,Disposal site
Romania,2012,ROU,20137112.0,339489751040.0,-6.63,-0.144,100.362,2.021,10.429,0.21,0.357,0.514,409.833,-7.814,-7.46,4370.307,88.005,1137.204,22.9,-4.743,-3.675,3665.149,73.806,38.959,22.395,59.03,58.78,14.958,-3.845,-15.715,19514.234,1.158,-3.201,-10.575,1607.976,32.38,15878.566,319.748,55.087,81.369,-2.951,-3.811,125.341,433.031,8.72,6224.378,0.183,0.185,5014.609,100.98,14.835,31.897,24.09,-18.074,-7.545,33.084,599.391,12.07,1642.946,20.534,8.419,-5.997,-5.14,73.212,1311.012,26.4,3635.669,44.913,18.631,0.25,0.424,-2.392,-0.928,30.169,569.595,11.47,1498.194,19.513,7.677,0.658,0.696,106.402,37.741,0.76,5283.881,-5.685,-2.791,2299.767,46.311,1.293,27.077,0.677,0.21,0.0,7.071,0.045,10.429,0.0,33.607,0.357,0.0,0.172,2918.989,392.96,-8.288,-4.212,43.043,741.417,14.93,2137.476,25.4,10.953,700.0,0.019,0.022,0.497,0.01,1.089,0.017,0.006,90.339,3.412,7.239,131.101,2.64,359.471,4.491,1.842,64,238391.0,230080.0,RO,ROU,-0.0103,0.0119,0.0025,86.4604,223.9325,642,22125224,21919876,20335211,19659267,19892812,19023383,17457213,ECS,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,,2.0,,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,,915888.0,5419832.5,,,,,,,,87.45,,,,,,7.46,,2.37,71.96,,,5.67,,12.54,,Disposal site
Romania,2013,ROU,20066550.0,354085470208.0,-12.013,-0.243,88.616,1.778,12.459,0.25,0.427,0.485,332.536,-22.328,-19.65,3406.442,68.356,844.191,16.94,-26.622,-19.649,2698.854,54.157,28.933,18.645,56.53,58.55,15.97,-6.703,-26.34,18270.229,1.035,-12.472,-39.878,1334.559,26.78,13947.099,279.87,45.739,76.338,-8.707,-10.914,114.427,461.464,9.26,5702.375,-0.951,-0.961,4984.364,100.019,15.816,31.211,19.47,22.605,7.234,40.318,745.519,14.96,2009.238,25.551,10.997,17.488,13.538,86.75,1583.232,31.77,4323.129,54.261,23.662,-2.02,-3.573,1.327,0.216,30.386,579.073,11.62,1514.241,19.846,8.288,-8.754,-9.314,97.088,28.904,0.58,4838.281,3.742,1.733,2394.21,48.044,0.991,26.482,0.804,0.25,0.0,18.868,0.128,12.459,0.0,40.088,0.427,0.0,0.219,2917.791,366.62,28.422,13.322,56.365,1004.159,20.15,2808.888,34.415,15.374,5150.0,1.123,1.145,20.93,0.42,57.044,0.717,0.312,71.212,5.08,12.319,225.25,4.52,613.902,7.72,3.36,64,238391.0,230080.0,RO,ROU,-0.0103,0.0119,0.0025,86.4604,223.9325,642,22125224,21919876,20335211,19659267,19892812,19023383,17457213,ECS,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,,2.0,,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,,915888.0,5419832.5,,,,,,,,87.45,,,,,,7.46,,2.37,71.96,,,5.67,,12.54,,Disposal site
Romania,2014,ROU,19995836.0,363278368768.0,-13.256,-0.236,77.141,1.543,25.005,0.5,0.767,0.405,303.114,-1.123,-0.768,3380.092,67.588,888.185,17.76,-4.457,-2.414,2587.693,51.743,27.243,17.763,58.06,65.19,17.132,3.788,13.886,19029.295,1.047,0.229,0.642,1319.775,26.39,14028.519,280.512,40.482,73.721,-4.978,-5.696,108.731,405.084,8.1,5437.694,1.924,1.924,5098.211,101.943,12.425,28.575,19.76,25.214,9.864,50.182,940.196,18.8,2509.621,28.839,13.188,14.629,13.244,99.995,1940.404,38.8,5000.775,59.518,26.279,-7.13,-12.28,0.492,-0.033,30.352,584.122,11.68,1517.934,17.917,7.977,7.318,7.105,104.193,26.506,0.53,5210.732,-1.912,-0.919,2356.729,47.125,0.813,27.383,1.612,0.5,0.0,100.397,0.808,25.005,0.0,80.62,0.767,0.0,0.424,3260.179,380.507,22.175,13.278,69.642,1356.282,27.12,3482.842,41.601,18.303,208.405,2.364,3.509,81.017,1.62,175.491,2.485,0.922,4.504,0.478,12.797,310.065,6.2,639.968,9.511,3.363,64,238391.0,230080.0,RO,ROU,-0.0103,0.0119,0.0025,86.4604,223.9325,642,22125224,21919876,20335211,19659267,19892812,19023383,17457213,ECS,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,,2.0,,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,,915888.0,5419832.5,,,,,,,,87.45,,,,,,7.46,,2.37,71.96,,,5.67,,12.54,,Disposal site
Romania,2015,ROU,19906078.0,377295405056.0,18.959,0.292,92.18,1.835,26.123,0.52,0.789,0.48,314.169,3.702,2.502,3521.014,70.09,910.777,18.13,5.908,3.057,2752.932,54.8,27.503,18.326,59.19,65.92,17.236,0.514,1.958,19213.441,1.014,-0.28,-0.785,1411.127,28.09,14052.33,279.727,42.612,73.138,-4.62,-5.023,103.708,471.715,9.39,5209.878,0.225,0.229,5132.716,102.172,14.245,27.116,20.71,-10.206,-5.39,44.792,835.423,16.63,2250.177,25.228,11.711,3.689,2.743,102.737,1900.425,37.83,5161.111,57.388,26.862,-6.73,-11.37,-0.305,-0.273,30.08,584.746,11.64,1511.08,17.658,7.865,1.666,1.736,105.929,28.634,0.57,5321.438,-1.209,-0.57,2338.727,46.555,0.865,27.696,1.673,0.52,0.0,3.762,0.061,26.123,0.0,84.03,0.789,0.0,0.437,3311.551,382.464,5.442,3.015,72.658,1315.679,26.19,3650.031,39.73,18.997,53.015,1.828,5.337,99.467,1.98,268.133,3.004,1.396,49.526,6.224,19.02,354.666,7.06,955.51,10.71,4.973,64,238391.0,230080.0,RO,ROU,-0.0103,0.0119,0.0025,86.4604,223.9325,642,22125224,21919876,20335211,19659267,19892812,19023383,17457213,ECS,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,,2.0,,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,,915888.0,5419832.5,,,,,,,,87.45,,,,,,7.46,,2.37,71.96,,,5.67,,12.54,,Disposal site
Romania,2016,ROU,19797820.0,345273794560.0,56.266,1.032,144.834,2.867,26.771,0.53,0.821,0.75,296.64,-11.001,-7.711,3150.8,62.379,802.109,15.88,-10.113,-5.542,2488.058,49.258,24.586,16.305,59.57,64.59,16.883,0.028,0.106,19323.846,1.108,-0.532,-1.487,1329.944,26.33,14054.06,278.24,40.765,72.729,1.194,1.238,104.946,487.427,9.65,5300.892,-11.397,-11.645,4572.612,90.528,14.94,27.432,19.16,8.387,3.469,48.262,910.706,18.03,2437.725,27.915,12.615,3.643,1.593,104.33,1932.536,38.26,5269.786,59.235,27.271,-5.02,-8.427,-3.041,-1.087,28.992,570.265,11.29,1464.42,17.479,7.578,4.707,4.986,110.915,40.408,0.8,5602.367,-5.021,-2.338,2233.441,44.217,1.239,28.992,1.695,0.53,0.0,1.336,0.022,26.771,0.0,85.619,0.821,0.0,0.443,3262.48,382.57,6.418,2.68,75.338,1362.271,26.97,3805.366,41.756,19.693,-8.174,-0.465,4.872,91.929,1.82,246.098,2.818,1.274,-6.697,-1.379,17.642,332.865,6.59,891.092,10.203,4.611,64,238391.0,230080.0,RO,ROU,-0.0103,0.0119,0.0025,86.4604,223.9325,642,22125224,21919876,20335211,19659267,19892812,19023383,17457213,ECS,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,,2.0,,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,,915888.0,5419832.5,,,,,,,,87.45,,,,,,7.46,,2.37,71.96,,,5.67,,12.54,,Disposal site
Romania,2017,ROU,19698852.0,369827774464.0,11.063,0.317,161.665,3.185,26.905,0.53,0.829,0.819,316.81,0.21,0.131,3173.286,62.51,851.826,16.78,5.496,2.707,2637.992,51.965,26.239,16.07,61.06,63.95,16.44,1.68,6.427,19747.191,1.052,4.773,13.281,1429.017,28.15,14798.854,291.52,44.019,74.942,7.582,7.957,112.903,541.148,10.66,5731.435,10.589,9.586,5082.226,100.114,16.669,29.024,20.26,-19.603,-9.689,38.573,735.576,14.49,1958.121,22.658,9.916,-5.22,-6.854,97.477,1817.365,35.8,4948.338,55.981,25.058,-2.89,-4.733,1.976,0.399,29.391,584.298,11.51,1492.029,17.998,7.556,4.682,5.193,116.108,36.043,0.71,5894.134,-4.419,-1.954,2145.476,42.263,1.11,29.848,1.676,0.53,0.0,-1.098,-0.019,26.905,0.0,85.104,0.829,0.0,0.431,3246.382,388.997,-7.942,-7.253,68.085,1233.067,24.29,3456.309,37.983,17.503,1.978,0.067,4.939,94.422,1.86,250.743,2.909,1.27,12.398,2.071,19.712,376.164,7.41,1000.676,11.587,5.067,64,238391.0,230080.0,RO,ROU,-0.0103,0.0119,0.0025,86.4604,223.9325,642,22125224,21919876,20335211,19659267,19892812,19023383,17457213,ECS,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,,2.0,,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,,915888.0,5419832.5,,,,,,,,87.45,,,,,,7.46,,2.37,71.96,,,5.67,,12.54,,Disposal site
Romania,2018,ROU,19606778.0,386236481536.0,6.866,0.219,173.577,3.403,22.441,0.44,0.683,0.858,299.193,-4.621,-2.889,3040.866,59.622,798.193,15.65,-10.08,-5.238,2383.219,46.727,24.286,15.04,61.9,64.44,16.255,1.909,7.424,20218.59,1.026,1.054,3.072,1370.445,26.87,15025.045,294.593,41.698,74.313,2.416,2.727,115.63,536.549,10.52,5897.444,-0.537,-0.538,5078.677,99.576,16.325,29.168,19.28,21.87,8.161,46.734,900.709,17.66,2383.556,27.405,11.789,5.128,4.352,101.829,1916.174,37.57,5193.544,58.302,25.687,-2.54,-4.103,-1.147,-0.507,28.884,580.411,11.38,1473.177,17.66,7.286,2.785,3.234,119.341,35.702,0.7,6086.736,-1.569,-0.663,2121.741,41.601,1.086,30.105,1.395,0.44,0.0,-16.764,-0.281,22.441,0.0,71.17,0.683,0.0,0.352,3286.619,396.421,7.757,4.859,72.944,1335.763,26.19,3720.367,40.642,18.401,-4.58,-0.254,4.686,90.275,1.77,238.978,2.747,1.182,-14.648,-2.986,16.726,322.338,6.32,853.087,9.808,4.219,64,238391.0,230080.0,RO,ROU,-0.0103,0.0119,0.0025,86.4604,223.9325,642,22125224,21919876,20335211,19659267,19892812,19023383,17457213,ECS,29983.55664,56.26,4.89,2.5,10.68,11.34,12.33,,2.0,,Yes,Yes,Yes,Yes,Yes,19356544,1063964.0,162995232.0,132268.0,590300.0,,915888.0,5419832.5,,,,,,,,87.45,,,,,,7.46,,2.37,71.96,,,5.67,,12.54,,Disposal site
Slovenia,2014,SVN,2074923.0,52794142720.0,-27.383,-0.188,240.193,0.498,120.486,0.25,1.458,0.601,209.913,-21.074,-3.272,5905.311,12.253,1812.115,3.76,-22.471,-2.905,4830.799,10.024,21.924,14.768,14.41,17.15,20.67,2.582,2.089,39987.75,1.572,-8.441,-4.414,2014.532,4.18,23073.502,47.876,24.373,57.701,-10.187,-0.826,7.281,178.32,0.37,3508.957,0.0,0.0,16.051,0.033,2.157,8.775,3.6,31.605,3.888,16.504,2935.049,6.09,7953.945,35.51,19.891,21.496,6.502,35.096,6250.834,12.97,16914.248,75.627,42.299,-2.74,-19.015,20.189,2.699,16.56,3069.993,6.37,7980.875,37.143,19.958,-1.103,-0.316,28.342,24.097,0.05,13659.234,0.0,0.0,1.499,0.003,0.292,34.159,0.827,0.25,0.0,-0.766,-0.006,120.486,0.0,398.463,1.458,0.0,0.996,8265.367,82.972,22.692,3.804,18.536,3180.841,6.6,8933.372,38.484,22.34,19.535,0.11,0.696,125.306,0.26,335.549,1.516,0.839,0.0,-0.0,0.011,0.0,0.0,5.223,0.0,0.013,149,20273.0,20136.4,SI,SVN,0.0,-0.0001,0.0003,105.2658,272.6385,705,1901570,1984339,2057287,2119844,2119675,2105945,2003258,ECS,39037.93359,,,,,,,,,,,Yes,Yes,,,2087946,289773.0,2071792.0,26359.0,155229.0,,227873.0,1052324.75,,,,,,,,93.84,,,,,,7.67,,17.06,22.68,,,46.44,,6.15,,
Slovenia,2015,SVN,2080865.0,54016270336.0,-30.829,-0.154,165.67,0.345,124.948,0.26,1.757,0.461,272.297,1.057,0.13,5950.715,12.383,2104.894,4.38,5.427,0.544,5078.416,10.567,29.595,16.548,14.75,14.8,19.779,-9.816,-8.144,35959.715,1.385,0.314,0.15,2306.733,4.8,23079.83,48.026,32.432,64.182,6.092,0.444,7.724,192.228,0.4,3712.081,-0.143,-0.0,15.982,0.033,2.703,10.323,4.03,-37.492,-6.249,10.255,1830.969,3.81,4928.161,25.743,13.705,-23.239,-8.294,26.801,4805.694,10.0,12879.881,67.568,35.818,-0.05,-0.339,-11.334,-1.964,14.595,2715.217,5.65,7014.086,38.176,19.505,-1.492,-0.423,27.919,9.611,0.02,13417.035,0.0,0.0,1.494,0.003,0.135,37.311,0.852,0.26,0.0,3.089,0.026,124.948,0.0,409.598,1.757,0.0,1.139,7112.427,74.827,-33.903,-6.33,12.206,2090.477,4.35,5865.794,29.392,16.312,6.615,0.042,0.738,129.754,0.27,354.6,1.824,0.986,50.0,0.005,0.016,4.806,0.01,7.765,0.068,0.022,149,20273.0,20136.4,SI,SVN,0.0,-0.0001,0.0003,105.2658,272.6385,705,1901570,1984339,2057287,2119844,2119675,2105945,2003258,ECS,39037.93359,,,,,,,,,,,Yes,Yes,,,2087946,289773.0,2071792.0,26359.0,155229.0,,227873.0,1052324.75,,,,,,,,93.84,,,,,,7.67,,17.06,22.68,,,46.44,,6.15,,
